4686,Technology
49847,Technology
23643,Business
24717,Entertainment
6726,Business
20103,Business
40921,Entertainment
28343,Business
64675,Business
5738,Business
44489,Business
43635,Business
5450,Technology
10576,Entertainment
20848,Technology
56331,Technology
50194,Entertainment
47724,Medical
53926,Entertainment
28767,Business
33726,Entertainment
51933,Entertainment
49763,Entertainment
54608,Technology
10977,Entertainment
39276,Technology
32268,Entertainment
45233,Business
22533,Entertainment
24171,Entertainment
4211,Entertainment
51176,Technology
48213,Business
61609,Technology
11620,Business
6461,Business
27251,Technology
10605,Business
64463,Entertainment
15036,Business
47474,Business
24814,Technology
56575,Entertainment
50210,Entertainment
57731,Business
13748,Technology
48420,Technology
23352,Entertainment
64066,Business
1618,Entertainment
35266,Business
56354,Entertainment
38330,Entertainment
65259,Entertainment
57916,Medical
37097,Entertainment
18979,Technology
60607,Entertainment
16991,Technology
23305,Entertainment
26430,Business
33146,Technology
7454,Business
45091,Medical
13170,Business
31221,Entertainment
11961,Entertainment
17076,Entertainment
63017,Entertainment
36068,Entertainment
15440,Entertainment
23893,Technology
17555,Entertainment
59348,Technology
57427,Technology
46608,Entertainment
55705,Entertainment
16745,Technology
17790,Entertainment
60352,Entertainment
22804,Entertainment
20615,Business
33312,Entertainment
38099,Business
47096,Entertainment
10952,Entertainment
20680,Business
36541,Technology
45999,Entertainment
13647,Business
58116,Business
1367,Business
53051,Entertainment
40120,Technology
37699,Technology
4920,Entertainment
26466,Business
18355,Technology
64545,Entertainment
37558,Medical
18126,Technology
3088,Technology
2592,Entertainment
3962,Technology
33895,Medical
16123,Medical
50090,Business
12706,Entertainment
41380,Entertainment
54268,Business
60515,Entertainment
35303,Medical
3999,Technology
61474,Technology
9180,Technology
6427,Technology
13824,Technology
49463,Entertainment
35737,Business
36456,Medical
8839,Entertainment
14864,Business
13612,Entertainment
30366,Entertainment
9241,Business
44298,Technology
9334,Business
1642,Entertainment
31789,Entertainment
40974,Entertainment
63112,Technology
19822,Entertainment
27403,Entertainment
47517,Business
16093,Business
16649,Business
53543,Entertainment
48628,Entertainment
43104,Medical
42636,Technology
19815,Technology
23541,Entertainment
4513,Entertainment
16081,Technology
4992,Business
48305,Technology
53273,Business
44926,Technology
35491,Medical
51157,Entertainment
28111,Medical
31916,Entertainment
17320,Business
53410,Business
25521,Business
41557,Entertainment
39892,Technology
2051,Entertainment
49404,Business
9513,Technology
31699,Business
30811,Entertainment
19604,Technology
9085,Business
64446,Medical
13851,Entertainment
30198,Business
41200,Technology
54150,Business
64475,Technology
42617,Entertainment
33439,Entertainment
45854,Business
18789,Business
36562,Technology
24162,Entertainment
